Item,Q4 2005,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Vốn chủ sở hữu,6676484908.0,71492647849.0,88014727584.0,95530841662.0,204434521343.0,208784797366.0,225016941302.0,197970584537.0,203518688798.0,185190506482.0,185595192967.0,186536013382.0,200927891387.0,198838726039.0,205499981401.0,263190414871.0,266105423147.0,260116039520.0,259680826097.0,243099864126.0,248606165332.0,254289601925.0,260152860100.0,268513117655.0,331639485179.0,327243071221.0,519275901611.0,735844376345.0,743158099793.0,757309298628.0,1340176660234.0,1365276998458.0,1641985327922.0,1685334293693.0,2494740271965.0,2715836118496.0,2781106972295.0,2715077329766.0,2781952444045.0,2795721365077.0,2841755791053.0,2923158068296.0,2961234588407.0,3374547715068.0,4271203775507.0,4164433331121.0,4696675322045.0,4601803768648.0,5476541158926.0,5972277101660.0,5837777137240.0,5873949865185.0,5941140508324.0,6169118374749.0,6163420585346.0,5960161748671.0,6033442389713.0,6168534629515.0,6088491192970.0,6240058407750.0,6277317712430.0,7579292377301.0,7660427818443.0,7198347340195.0,7291946924438.0,7849542275072.0,7890178593039.0,7864561291937.0,8023130273724.0
1. Vốn đầu tư của chủ sở hữu,5914396015.0,32000000000.0,32000000000.0,32000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,70000000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,115500000000.0,192000000000.0,200500000000.0,200500000000.0,200500000000.0,403625000000.0,403625000000.0,605437480000.0,616437480000.0,831437480000.0,831437480000.0,831437480000.0,1008724970000.0,1008724970000.0,1008724970000.0,1008724970000.0,1023724970000.0,1023724970000.0,1023724970000.0,1177236300000.0,1177236300000.0,1202016300000.0,1202016300000.0,1336016300000.0,1361016300000.0,1701011410000.0,1701011410000.0,1701011410000.0,1731011410000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2163585800000.0,2162945800000.0,2162945800000.0
2. Thặng dư vốn cổ phần,0.0,22000000000.0,22000000000.0,22000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,96000000000.0,108248900000.0,108248900000.0,108248900000.0,108248900000.0,108248900000.0,108248900000.0,108248900000.0,108248900000.0,108425218004.0,108518904236.0,108518904236.0,214338904236.0,226238904236.0,226238904236.0,226238904236.0,668503548236.0,668503548236.0,466691068236.0,477636068236.0,1011363099736.0,1011363099736.0,1011363099736.0,1021203143351.0,1021203143351.0,1021203143351.0,1021203143351.0,1021071143351.0,1021071143351.0,1021071143351.0,1021071143351.0,1021071143351.0,1020651143351.0,1020651143351.0,1677485643351.0,1677421643351.0,1337406533351.0,1337401533351.0,1337401533351.0,1337369533351.0,904770143351.0,904770143351.0,904770143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0,904737143351.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15042973511.0,15042973511.0,15042973511.0,15042973511.0,15042973511.0,15042973511.0,15042973511.0,15042973511.0,15042973512.0,15042973512.0,15042973511.0,15042973512.0,15042973512.0,15042973512.0,15042973511.0,55454310526.0,55454310527.0,55454310526.0,55454310526.0,55454310526.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16904100720.0,-16904100720.0,-16904100720.0,-16904100720.0,-16904100720.0,-16904100720.0,-8232466092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561000000.0,-561000000.0,-561000000.0,-561000000.0,-561000000.0,-561000000.0,-561000000.0,0.0,-350000000.0,-1020000000.0,-1020000000.0,0.0,-590000000.0,-590000000.0,-690000000.0,-690000000.0,-166038836328.0,-167188836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,-167828836328.0,0.0,-167188836328.0,-167188836328.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167828836328.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,0.0,0.0,0.0,200000000.0,200000000.0,2612438992.0,2643640007.0,2643640007.0,2643640007.0,3953889777.0,3956132933.0,4135865951.0,4135865951.0,5697345752.0,5697345752.0,5978041786.0,5978041786.0,6417328186.0,6417328186.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6905188560.0,6836132890.0,6836132890.0,6266242920.0,6836132890.0,15360655797.0,49959381642.0,49898826037.0,47708067259.0,45847426830.0,110254216488.0,108683969370.0,95275044866.0,97726142058.0,135173279407.0,132652175784.0,128226531546.0,130950737952.0,217879829024.0,206184504330.0,200532332920.0,199243748564.0,284226516225.0,238442716023.0,242109812185.0,238578848452.0,308959152095.0,305537573008.0,303132913324.0,302912828807.0,371519240885.0,350135112776.0,347143480941.0,351488914036.0,358306059027.0,356824287661.0,350547911750.0,364347444951.0,390041241048.0,388836608059.0
9. Quỹ dự phòng tài chính,0.0,0.0,0.0,96234087.0,96234087.0,2508673079.0,2539874094.0,2645586863.0,2582441305.0,3877391400.0,3958079790.0,4137812807.0,4137812807.0,5699292608.0,5746596965.0,6027292999.0,6027292999.0,6457118528.0,6466579399.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,6944978901.0,7543379358.0,7543992811.0,7543992811.0,7543992811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,762088893.0,16467670598.0,32903725364.0,40054952507.0,36879945245.0,36094741254.0,52268398196.0,25126169242.0,30600067074.0,11359225305.0,11216135523.0,11797489903.0,26156783209.0,20946888408.0,27546530964.0,26845098961.0,29485899800.0,38745186937.0,38880265063.0,21421129341.0,26451776232.0,31889462242.0,37801765347.0,37422051186.0,92247207854.0,87647188496.0,97551695454.0,99244313607.0,113560737843.0,128259780483.0,64800641857.0,89522697776.0,69083073884.0,102613813641.0,0.0,114034117593.0,162088250591.0,34967703707.0,133932187234.0,83604294812.0,128516139396.0,179509284557.0,212266407579.0,316880210034.0,427484613731.0,389734102858.0,411716667486.0,285802402726.0,359821014671.0,425839373555.0,391491809404.0,322515570475.0,410106046970.0,460648153009.0,475623093916.0,395466502511.0,441174157674.0,520011283238.0,408729614349.0,373859823912.0,425796716779.0,860268046999.0,944217877770.0,1045361805074.0,1050299333250.0,1186279594985.0,1177150053303.0,1167575284855.0,1260721204960.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49836280723.0,49836280723.0,49836280723.0,36789665713.0,36789665713.0,36789665713.0,36789665713.0,179317987321.0,112168214338.0,179317987321.0,179317987321.0,390694081881.0,251669332935.0,267408967800.0,247361524112.0,415363160536.0,290184310472.0,336117901302.0,319551970538.0,461480523682.0,345061294947.0,343730552299.0,333831873698.0,387819673194.0,292827050465.0,309250326402.0,309845854893.0,838261359068.0,795577017615.0,745039177850.0,746431367906.0,1137117745467.0,1065290955280.0,1059597425980.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64197836870.0,112251969868.0,-14868577016.0,97142521521.0,46814629099.0,91726473683.0,142719618844.0,32948420258.0,204711995696.0,248166626410.0,210416115537.0,21022585605.0,34133069791.0,92412046871.0,178477849443.0,-23871351132.0,32331260003.0,73988145668.0,141096182471.0,14142570234.0,50405207564.0,97443605375.0,186179409540.0,20909941155.0,81032773447.0,116546390377.0,550422192106.0,105956518702.0,249784787459.0,305260155400.0,439848227079.0,40032307836.0,102284329575.0,201123778980.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758757461.0,0.0,129728142445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,1024977251.0,1111002220.0,1179655068.0,1258342011.0,1568944041.0,1565029005.0,1555188425.0,1692540412.0,0.0,464844721.0,464844721.0,497429420.0,495199271.0,509507720.0,591081125.0,865288562.0,1651606589.0,1071854169.0,983768044.0,1459422359.0,1705172942.0,1656128012.0,1548147096.0,1523205628.0,1726811028.0,1535134460.0,196010991041.0,189008290253.0,188460446448.0,188867957893.0,189245626745.0,484204712610.0,474266806115.0,506850893987.0,709042039525.0,726319315931.0,602473445449.0,572244716630.0,572495740426.0,575188568936.0,604138625522.0,607006925419.0,878259112276.0,1513320542641.0,1448726253366.0,1931340473256.0,1875804093547.0,1898053696574.0,2293444478323.0,2193580662410.0,2214341861623.0,2239725828469.0,2383626492693.0,2366509726116.0,2338376013531.0,2370520578497.0,2429853352418.0,2461311669279.0,2579142262419.0,2585848802340.0,3456343768826.0,3449183946102.0,2879142395560.0,2928874885978.0,3356766350787.0,3392732677236.0,3350996348485.0,3417624043156.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,112000000.0,112000000.0,112000000.0,0.0,0.0,0.0,7964671466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,112000000.0,112000000.0,112000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,10726409993.0,89796222253.0,110627933407.0,339212831843.0,328655606532.0,301340039282.0,256547909998.0,226889692034.0,227395462921.0,214171915199.0,208261710447.0,214527492087.0,243456921875.0,234216894373.0,239088520292.0,294219638743.0,325163471389.0,296565350642.0,285907541657.0,282062481755.0,286292233797.0,291152073615.0,294285876779.0,455855220912.0,372542960164.0,368579525023.0,634089186852.0,965449702951.0,904872123544.0,1121008032517.0,1597137684125.0,1562470924142.0,1979945133680.0,2193330598245.0,3000144318232.0,3631638637687.0,3736445940577.0,3695307370871.0,3609404809335.0,3772471255269.0,3662969997382.0,3761977791731.0,3866133197878.0,4737349592486.0,5764293758594.0,5999008881842.0,7216680106436.0,7604999098024.0,9155102065623.0,9438196465543.0,9044805735939.0,9671474007226.0,10116896672431.0,10812603335526.0,11924013920782.0,12680755407429.0,13633464396300.0,11379404393356.0,11929010926935.0,12148583033269.0,11761501250768.0,15126798754618.0,15195007213537.0,13691786398973.0,14264406873665.0,16054242529675.0,16012354380947.0,19863919738145.0,19329149290365.0
