Item,Q4 2010,Q4 2011,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q2 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231922110.0,231922110.0,210253710.0,482735530.0,458221821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,297145108043.0,688180385323.0,796666723071.0,824861375028.0,855457065314.0,866492902668.0,942226744365.0,996621476721.0,1223555655398.0,1300980168783.0,1354544580442.0,1422878680030.0,1444754484732.0,1499556274958.0,1555257464381.0,1697135086360.0,1050188447725.0,1116834011676.0,1147976096718.0,1210395963545.0,1428748296634.0,1563091179259.0,1617548030562.0,1676083218855.0,1732726720188.0,1806264626104.0,1876995788832.0,1960959859204.0,2106013149599.0,2228985437183.0,2387970728461.0,2971400252524.0,3767517810152.0,4258878497804.0,4486439940106.0,4624741468896.0,4855527721090.0,4998667269178.0,5146819951118.0,5256526280529.0,2699349477222.0,2745901279420.0,2827091108325.0,2886111579389.0,2943324790567.0
V. Các khoản đầu tư tài chính dài hạn,47618125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,49518125000.0,49518125000.0,49518125000.0,49518125000.0,49518125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52818125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư khác vào công cụ vốn,47618125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,45018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,48018125000.0,49518125000.0,49518125000.0,49518125000.0,49518125000.0,49518125000.0,52818125000.0,52818125000.0,0.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0,52818125000.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,167010591.0,5848674710.0,7936297125.0,7292686078.0,6999228101.0,6402567054.0,5778299261.0,5179967638.0,4482169093.0,3964406309.0,3573494669.0,2477941989.0,1922192205.0,1824155504.0,1309831407.0,6620723991.0,5731262077.0,5458239473.0,5143102980.0,4936815268.0,13278268459.0,13756838592.0,13263108725.0,11153156745.0,10390043235.0,16651419764.0,15550740761.0,14542412898.0,13990022960.0,12991309713.0,11926538382.0,10985724421.0,9246777465.0,8838145640.0,8301114392.0,7097961746.0,6967142029.0,6607871247.0,8121896618.0,8181099721.0,55557088392.0,55017517158.0,52245940986.0,50824423380.0,54404116992.0
1. Chi phí trả trước dài hạn,157010591.0,5670573700.0,7768196115.0,7124585068.0,6831127091.0,6234466044.0,5610198251.0,5011866628.0,4314068083.0,3796305299.0,3405393659.0,2477941989.0,1922192205.0,1824155504.0,1309831407.0,6620723991.0,5731262077.0,5458239473.0,5143102980.0,4936815268.0,13278268459.0,13756838592.0,13263108725.0,11153156745.0,10390043235.0,16651419764.0,15550740761.0,14542412898.0,13990022960.0,12991309713.0,11926538382.0,10985724421.0,9246777465.0,8838145640.0,8301114392.0,7097961746.0,6967142029.0,6607871247.0,8121896618.0,8181099721.0,55557088392.0,55017517158.0,52245940986.0,50824423380.0,54404116992.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản dài hạn khác,10000000.0,178101010.0,168101010.0,168101010.0,168101010.0,168101010.0,168101010.0,168101010.0,168101010.0,168101010.0,168101010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,774433712763.0,975442549444.0,970933140739.0,984040642337.0,1007880811732.0,1001964853134.0,1131680873049.0,1151125788347.0,1371057793748.0,1462683868182.0,1827973741742.0,1888499754407.0,1900364982388.0,1978889757187.0,2131520838159.0,2259797130079.0,1820810109227.0,1812946358808.0,1805346920755.0,1857664919592.0,2208490820351.0,2133032890593.0,2249578124565.0,2381495758856.0,2672516188911.0,2709794450073.0,2851003625207.0,3010995589689.0,3117770606764.0,3203296492241.0,3336815747748.0,3831096807250.0,4417745940716.0,5117533659339.0,5187451824244.0,5435220690239.0,5616375070296.0,5655583921112.0,5924430021292.0,6035500150938.0,6334995627469.0,6301813720969.0,6345968303893.0,6404284465950.0,6961128667590.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,27864565006.0,212607608316.0,236039996605.0,243880356976.0,261791860688.0,252937377872.0,365854028770.0,382890572242.0,627945369293.0,676865677765.0,745719929779.0,802850521644.0,838671829287.0,913508115362.0,1028209056003.0,1196033465701.0,731090389526.0,757958410111.0,740766018490.0,787119665082.0,1083926218390.0,999513537974.0,1143892991051.0,1233099141473.0,1515404071447.0,1536118287536.0,1740154764828.0,1834390885150.0,1920489815732.0,2071360813125.0,2133416982016.0,2590612797902.0,3153509243579.0,3773749011990.0,3856503091839.0,4037740094232.0,4150789606401.0,4243387030951.0,4451063395769.0,4538814940961.0,4800743518813.0,4755808224717.0,4719744199083.0,4723030057882.0,5223813267422.0
I. Nợ ngắn hạn,26934263726.0,73666768656.0,168499996605.0,176340356976.0,189680354365.0,175560871549.0,277234495581.0,255562577243.0,445975563861.0,474927314582.0,443938372722.0,443661233235.0,123614734520.0,88028790191.0,119584355063.0,149952014510.0,115383123182.0,137933675017.0,136694251513.0,134577533233.0,376587281464.0,226670011338.0,200405637494.0,173827491056.0,218780654145.0,228421089155.0,429828417287.0,408978424061.0,471047048970.0,629471935593.0,691366900359.0,1094919593577.0,1043010623732.0,1027427986055.0,1249066968311.0,1324756836802.0,1258885134573.0,1127717265881.0,1318853286645.0,1262031700750.0,1540054515083.0,1487450329840.0,1610669931311.0,1546862416801.0,1812560226862.0
1. Vay và nợ thuê tài chính ngắn hạn,0.0,0.0,14500000000.0,14500000000.0,14500000000.0,2500000000.0,12857200000.0,10357200000.0,19048400000.0,15119800000.0,32666453630.0,27070853630.0,21475253630.0,9808153630.0,46668400000.0,46668400000.0,55592683441.0,44592583441.0,54972850323.0,48222850323.0,182340640042.0,73735713657.0,87500000000.0,70725000000.0,79900000000.0,57925000000.0,85000000000.0,67275000000.0,110705000000.0,84075000000.0,134100000000.0,106075000000.0,187088535054.0,147563535054.0,326168145514.0,309347226612.0,386161359021.0,269062941131.0,480228227481.0,428100132087.0,491191139798.0,315312283507.0,500259843867.0,452635865344.0,624244159513.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,15524646183.0,48404957473.0,33208568359.0,31058417050.0,28397351429.0,26847216743.0,62305802156.0,45401224332.0,192198725745.0,88502229999.0,47454958014.0,59749020934.0,53031052679.0,51625853383.0,53551472941.0,30303754420.0,36316286985.0,29326803222.0,26228313937.0,31338691748.0,157350896467.0,125858193832.0,18651723779.0,32454741372.0,26353470482.0,28688452301.0,30714202664.0,30183470991.0,65126760274.0,51421439385.0,63621712811.0,352714629613.0,205808210099.0,236511835302.0,232882000117.0,216118608646.0,216809320557.0,191115612582.0,218129276941.0,194070581253.0,248298316537.0,231494749306.0,231918781355.0,236367062711.0,268054204858.0
4. Người mua trả tiền trước,268200000.0,604738000.0,1150405158.0,250000000.0,110000000.0,0.0,0.0,0.0,221808720.0,237208720.0,1685771220.0,1737102220.0,370428720.0,703143846.0,974408846.0,629596720.0,484893720.0,263085000.0,2202188750.0,10302154990.0,5517274300.0,10645573300.0,12252048936.0,13522666870.0,66574927806.0,112928530509.0,184685702625.0,201926380275.0,237686408403.0,333587615212.0,307586212599.0,469440905800.0,558444138613.0,577069872048.0,458534295399.0,452010857594.0,487776225503.0,437647451132.0,381296894198.0,457439258655.0,421533076139.0,598896394649.0,452898287862.0,366979949935.0,357036352274.0
5. Thuế và các khoản phải nộp nhà nước,4730616573.0,13473282240.0,2003592403.0,34237511.0,38305899.0,47631866.0,194031402.0,222414770.0,195821846.0,9281327738.0,3754692569.0,180956489.0,1550951277.0,142844678.0,4243379959.0,1661213137.0,851141943.0,574822571.0,634267405.0,736761316.0,317173604.0,1721879690.0,4914687285.0,11611039846.0,3209942080.0,10959774236.0,3790802216.0,15935161785.0,4411671311.0,9916437088.0,26661229030.0,38321672465.0,11562635289.0,21229918112.0,45258841943.0,57277838607.0,26922456771.0,22090456662.0,37475052262.0,40262643486.0,7901274023.0,8719665074.0,44676893577.0,63644506491.0,42749990703.0
6. Phải trả người lao động,577345190.0,1842103756.0,1253776838.0,291525788.0,293094846.0,486620287.0,1678349645.0,465257215.0,423393644.0,478732867.0,2354100774.0,460033481.0,482220017.0,623844628.0,1660265000.0,636886430.0,1117353000.0,182902950.0,879748483.0,1324435318.0,8019932000.0,1829956743.0,1406616375.0,1122086600.0,4608003000.0,1640115700.0,1694450500.0,1794806500.0,4864534000.0,1224778600.0,5860494500.0,3352746900.0,9921174600.0,1129068000.0,1222520000.0,0.0,12170538000.0,1381902500.0,8926261000.0,9742651500.0,10651886000.0,2281461500.0,1708565000.0,4160916500.0,8339974000.0
7. Chi phí phải trả ngắn hạn,0.0,1872372059.0,104019217425.0,120936525550.0,136814891220.0,136814891220.0,191820896516.0,191715896516.0,194586859795.0,344533590952.0,348361541991.0,348361541991.0,0.0,0.0,45000000.0,5615784172.0,45000000.0,45000000.0,0.0,68000000.0,0.0,0.0,0.0,6455610061.0,2277060223.0,1035739370.0,1316743724.0,443450062.0,1582629943.0,4486370822.0,4090263007.0,9412611034.0,1564657710.0,2493661176.0,14687507475.0,17988844532.0,1881173172.0,2884352119.0,3014421231.0,8827884195.0,9237468512.0,65000000.0,0.0,14862839260.0,26361183197.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269843750.0,1269843750.0,1269843750.0,1269843750.0,1269843750.0,1269843750.0,9727253756.0,35000000.0,9722705614.0,9707705614.0,11742576927.0,0.0,9702705614.0,9702705614.0,9702705614.0,0.0,8432861864.0,9702705614.0,9702705614.0,0.0,9702705614.0,9702705614.0,12106393722.0,2403688108.0,20283648270.0,21894739192.0,19961564468.0
11. Phải trả ngắn hạn khác,332644642.0,2077015724.0,3134734691.0,1096222975.0,1205433369.0,998031831.0,1115746974.0,894579278.0,29158649272.0,8157146802.0,3831060211.0,2514443977.0,37229466684.0,16588603513.0,6069692436.0,53130095589.0,15713807118.0,53848035058.0,43164429155.0,34534967078.0,15282849102.0,7072922774.0,61078908017.0,24174343205.0,18109568867.0,8397334462.0,93815003334.0,63893982224.0,20438721502.0,114545627345.0,114182173668.0,82089814830.0,37820101418.0,23454980528.0,125511571275.0,226397295473.0,81324843212.0,142892590232.0,130286330251.0,61717966293.0,293894757078.0,285303409422.0,303842173606.0,331957257594.0,412771807097.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4997245000.0,3683145000.0,0.0,0.0,3705400000.0,2350980000.0,0.0,0.0,6220000000.0,5809200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ khen thưởng phúc lợi,5500811138.0,5392299404.0,9229701731.0,8173428102.0,8321277602.0,7866479602.0,7262468888.0,6506005132.0,10141904839.0,8617277504.0,3829794313.0,3587280513.0,9475361513.0,8536346513.0,6371735881.0,11306284042.0,5261956975.0,9100442775.0,7342609710.0,6779828710.0,6488672199.0,4535927592.0,13331809352.0,12492159352.0,8020427931.0,6811142577.0,19088806610.0,17818466610.0,9491501610.0,26531522141.0,25562109130.0,23809507321.0,17393065335.0,15624135835.0,36369224724.0,35913459724.0,29916512723.0,54832759523.0,49794117667.0,52167877667.0,45240203274.0,42973678274.0,55081737774.0,54359279774.0,53040990752.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,930301280.0,138940839660.0,67540000000.0,67540000000.0,72111506323.0,77376506323.0,88619533189.0,127327994999.0,181969805432.0,201938363183.0,301781557057.0,359189288409.0,715057094767.0,825479325171.0,908624700940.0,1046081451191.0,615707266344.0,620024735094.0,604071766977.0,652542131849.0,707338936926.0,772843526636.0,943487353557.0,1059271650417.0,1296623417302.0,1307697198381.0,1310326347541.0,1425412461089.0,1449442766762.0,1441888877532.0,1442050081657.0,1495693204325.0,2110498619847.0,2746321025935.0,2607436123528.0,2712983257430.0,2891904471828.0,3115669765070.0,3132210109124.0,3276783240211.0,3260689003730.0,3268357894877.0,3109074267772.0,3176167641081.0,3411253040560.0
1. Phải trả người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353585866866.0,353585866866.0,424078122781.0,429233351406.0,19918025000.0,19918025000.0,19918025000.0,19918025000.0,92817950095.0,99120957553.0,131084060656.0,184907105798.0,192264924693.0,203338705772.0,216097087333.0,268367037352.0,265172113150.0,305938725392.0,355219150285.0,378490019211.0,399772905624.0,461448451325.0,525499696953.0,582527651855.0,625823311298.0,789357076488.0,943658533240.0,998958065522.0,832609298330.0,821451006197.0,920225601106.0,980152080855.0,1056817300559.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,40000000.0,40000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,120000000.0,232000000.0,257000000.0,257000000.0,2704142515.0,3521941436.0,3921941436.0,4221941436.0,4521941436.0,5352189436.0,1965241436.0,1965241436.0,1965241436.0,1965241436.0,1941241436.0,1941241436.0,1962341436.0,1962341436.0,1962341436.0,874200000.0,874200000.0,874200000.0,221425097205.0,283325755629.0,241578127885.0,198304925214.0,910823475.0,2350823475.0,2350823475.0,2350823475.0,2350823475.0
6. Vay và nợ thuê tài chính dài hạn,0.0,60162000000.0,67500000000.0,67500000000.0,72091506323.0,77356506323.0,88599533189.0,127307994999.0,181969805432.0,201938363183.0,301781557057.0,359189288409.0,361371227901.0,471793458305.0,461849255340.0,580044599785.0,547786116344.0,547786116344.0,530655849462.0,578308415413.0,559805295395.0,619976721397.0,758357445215.0,819488448933.0,842684094771.0,842684094771.0,841621271525.0,904437435054.0,854171555054.0,883366163457.0,843928548303.0,874300802045.0,1467823331154.0,2043058332977.0,1848555046806.0,1898344069556.0,1813418727306.0,1811749596934.0,1725438817594.0,1857985619070.0,2144008883404.0,2161396066684.0,1913040550284.0,1920207443844.0,2043634155854.0
7. Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,817236872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497916569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Dự phòng trợ cấp mất việc làm,113064408.0,110635733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Doanh thu chưa thực hiện dài hạn,0.0,78668203927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21079406250.0,36571500000.0,47746125000.0,52063593750.0,50793750000.0,50793750000.0,50793750000.0,49523906250.0,49523906250.0,49523906250.0,259709156402.0,259709156402.0,250642747247.0,250642747247.0,328157857122.0,250642747247.0,240940041633.0,240940041633.0,240940041633.0,240940041633.0,232507179769.0,231237336019.0,231237336019.0,231237336019.0,221534630405.0,221534630405.0,283159998521.0,283159998521.0,273457292907.0,273457292907.0,308450760672.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,746569147757.0,762834941128.0,734893144134.0,740160285361.0,746088951044.0,749027475262.0,765826844279.0,768235216105.0,743112424455.0,785818190417.0,1082253811963.0,1085649232763.0,1061693153101.0,1065381641825.0,1103311782156.0,1063763664378.0,1089719719701.0,1054987948697.0,1064580902265.0,1070545254510.0,1124564601961.0,1133519352619.0,1105685133514.0,1148396617383.0,1157112117464.0,1173676162537.0,1110848860379.0,1176604704539.0,1197280791032.0,1131935679116.0,1203398765732.0,1240484009348.0,1264236697137.0,1343784647349.0,1330948732405.0,1397480596007.0,1465585463895.0,1412196890161.0,1473366625523.0,1496685209977.0,1534252108656.0,1546005496252.0,1626224104810.0,1681254408068.0,1737315400168.0
I. Vốn chủ sở hữu,746569147757.0,762834941128.0,734893144134.0,740160285361.0,746088951044.0,749027475262.0,765826844279.0,768235216105.0,743112424455.0,785818190417.0,1082253811963.0,1085649232763.0,1061693153101.0,1065381641825.0,1103311782156.0,1063763664378.0,1089719719701.0,1054987948697.0,1064580902265.0,1070545254510.0,1124564601961.0,1133519352619.0,1105685133514.0,1148396617383.0,1157112117464.0,1173676162537.0,1110848860379.0,1176604704539.0,1197280791032.0,1131935679116.0,1203398765732.0,1240484009348.0,1264236697137.0,1343784647349.0,1330948732405.0,1397480596007.0,1465585463895.0,1412196890161.0,1473366625523.0,1496685209977.0,1534252108656.0,1546005496252.0,1626224104810.0,1681254408068.0,1737315400168.0
1. Vốn đầu tư của chủ sở hữu,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,700000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1199999610000.0,1199999610000.0
2. Thặng dư vốn cổ phần,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5484250000.0,5414250000.0,5414250000.0,5414250000.0,5414250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5407250000.0,5347250000.0,5347250000.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
