Item,Q4 2006,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Đầu tư vào công ty liên kết, liên doanh",2881000000.0,3739214924.0,96552630266.0,96114557865.0,97048026927.0,97616132110.0,,,,985135322631.0,,1142146000000.0,1224315000000.0,1250013203790.0,1172660489412.0,1225850332731.0,1178202000000.0,1505165407037.0,1903743931932.0,2079073983004.0,1989561000000.0,2044717696863.0,2172346061102.0,2787954477304.0,3207613781151.0,3338618174885.0,3433447634769.0,3467062910576.0,3601176928831.0,3755261348971.0,3865854098587.0,4056384218279.0,4197207634327.0,4154714817947.0,4151961674439.0,4367780383715.0,4575346435029.0,4667844701063.0,4718297626376.0,4877377364638.0,5059407561962.0,5149920942646.0,4928819155855.0,4972599310224.0,4961777626339.0,4749155997425.0,4432888977693.0,5041515681699.0,5056996176013.0,5045850389893.0,4910735791045.0,5179829397034.0,4950496397662.0,4901885187080.0,4945926338020.0,4919150679512.0,4794550850412.0,4824583958177.0,4717714902753.0,4888556776412.0,4540389355177.0,4783292305577.0,4873700608145.0,4816357005504.0,4704229792759.0,4918031310545.0
3. Đầu tư khác vào công cụ vốn,379980000000.0,469138143071.0,407179767279.0,397716430363.0,401955609497.0,389544943203.0,,,,452268316127.0,,471123000000.0,362472000000.0,479074405481.0,484473389535.0,493108830129.0,490890000000.0,361250020756.0,348635678033.0,333526207048.0,321190000000.0,305623982543.0,289824355783.0,274071787971.0,261177327016.0,249737238151.0,232750449076.0,232741055369.0,224731211875.0,206182909622.0,219285874301.0,177659186693.0,110656533710.0,121186533710.0,61030000000.0,61030000000.0,61030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,31125000000.0,31125000000.0,31125000000.0,31125000000.0,31125000000.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,,,,-5112063444.0,,-8082000000.0,-10985000000.0,-10668192099.0,-11207744220.0,-9341993938.0,-8411000000.0,-6737510025.0,-11687578080.0,-10734196980.0,-11378000000.0,-11645636445.0,-11892638130.0,-15711914856.0,-16305560382.0,-16808807784.0,-36021866132.0,-32849499210.0,-33951826530.0,-34202527190.0,-38520450829.0,-31328777140.0,-46395561169.0,-50210077750.0,-22345667278.0,-24593493235.0,-23756661559.0,-18591044605.0,-19283905629.0,-24845253039.0,-25333219036.0,-25386452057.0,-25645478406.0,-25881341001.0,-26089246301.0,-26089246302.0,-26096973730.0,-26139883741.0,-23441322055.0,-23604002055.0,-23754953083.0,-24135733481.0,-24380042463.0,-24626516135.0,-22739568520.0,-23839553842.0,-24213280121.0,-24460990113.0,-24758595673.0,-24106880167.0,-24432164724.0,-13918379283.0,-14164594520.0,-13530345465.0,-14082210824.0,-14333252568.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,83215000000.0,78105963512.0,77156258521.0,74309668298.0,71199489589.0,71765807296.0,2716000000.0,27453000000.0,27214000000.0,26549790535.0,30020000000.0,28409000000.0,170958000000.0,167965917823.0,476193733242.0,593019425339.0,682483000000.0,679714380521.0,716736444444.0,586313682895.0,589730000000.0,575718260403.0,518490113324.0,524608441050.0,502363821742.0,495621858107.0,593661276254.0,621977021579.0,660040055923.0,660965796524.0,655155656157.0,622862501745.0,649797798933.0,628980472276.0,785671358601.0,771122495950.0,740802768940.0,747237316296.0,732462580593.0,694293393352.0,640670653686.0,689110449534.0,720426803967.0,1234256311530.0,1218358029787.0,1179866182329.0,990925729961.0,1033695616873.0,1035217374644.0,1033665324679.0,1076878776613.0,1067362220409.0,1035900182500.0,1072320804026.0,1038457140243.0,1000312513644.0,979468058989.0,1016406933753.0,998203495106.0,1077076475191.0,1030929703032.0,955025456993.0,1016450427749.0,998706218208.0,989159288785.0,982620631039.0
1. Chi phí trả trước dài hạn,81161000000.0,75473769601.0,74520306582.0,71631046948.0,68508749361.0,69066904438.0,,,,24050579482.0,,25619000000.0,168101000000.0,164996698131.0,473203924611.0,590045984388.0,672820000000.0,665517874650.0,597831427766.0,583591423200.0,547606000000.0,529800413652.0,515848455468.0,504589256683.0,499650700523.0,492963385337.0,591010996302.0,619281105771.0,657433147370.0,658280340402.0,652501712663.0,620403877352.0,649742746266.0,628939498811.0,742636563586.0,719119492275.0,696553093556.0,703710775351.0,686639080357.0,649374408862.0,640670653686.0,653072690411.0,686844840111.0,702166943146.0,692784045370.0,659631516653.0,552121367757.0,566779692617.0,559528313670.0,555374835123.0,561618062588.0,582869347711.0,594960306347.0,630703788612.0,647551178569.0,633758122804.0,614776151306.0,600328498317.0,611857988456.0,591194799556.0,610790831660.0,590683299616.0,645794200561.0,636692216008.0,662033573799.0,675065353679.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,6682000000.0,11489613765.0,116184960502.0,0.0,39496000000.0,43283154229.0,0.0,17371463572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498848569779.0,491875524430.0,486538155600.0,405717884111.0,431959381377.0,442394657405.0,444448390636.0,486190787572.0,457288841914.0,414650957382.0,416137500192.0,364796936455.0,342590103839.0,341330228501.0,392749304279.0,363348556008.0,462463258518.0,394229920555.0,336216340605.0,339499051006.0,329365781662.0,293901747119.0,274490174344.0
3. Tài sản dài hạn khác,2054000000.0,2632193911.0,2635951939.0,2678621350.0,2690740228.0,2698902858.0,,,,2499211053.0,,2790000000.0,2857000000.0,2969219692.0,2989808631.0,2973440951.0,2981000000.0,2706892106.0,2720056176.0,2722259695.0,2628000000.0,2634692522.0,2641657856.0,2647720795.0,2713121219.0,2658472770.0,2650279952.0,2695915808.0,2606908553.0,2685456122.0,2653943494.0,2458624393.0,55052667.0,40973465.0,43034795015.0,52003003675.0,44249675384.0,43526540945.0,45823500236.0,44918984490.0,0.0,36037759123.0,33581963856.0,33240798605.0,33698459987.0,33696510076.0,33086478093.0,34956542879.0,33294403569.0,33842098920.0,29069926453.0,27204030784.0,26288918771.0,25479515222.0,26109025219.0,23964287001.0,23361679182.0,23329131157.0,22996950642.0,23418417117.0,25908950817.0,28125816772.0,31157176182.0,32648220538.0,33223967867.0,33065103016.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19514000000.0,19513638462.0,18486604859.0,17973088057.0,17464000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,4669663000000.0,4821827725113.0,4821018207542.0,4591043552211.0,6040581329819.0,6896782810463.0,7985468000000.0,8405646000000.0,9250471000000.0,10334740863731.0,12299877000000.0,12616856000000.0,16145041000000.0,16384754117999.0,17159104973701.0,18121153538603.0,22570579000000.0,22774077678104.0,22630323212229.0,24830668719369.0,22918756000000.0,22443786125200.0,20655207094861.0,22012461849627.0,24186531626974.0,25626334812310.0,23821195001538.0,24158024234944.0,26227775379409.0,26948629014821.0,26226490613902.0,25881229982106.0,27350601198289.0,27808129396973.0,26513871521405.0,25938545758743.0,25782532551003.0,25842295251308.0,25522979053880.0,23995720257310.0,24764134240225.0,24220068462029.0,23135067928218.0,22795194236168.0,23852703768131.0,23820418780482.0,22542638334754.0,23978646024256.0,25866763705825.0,26031281903495.0,25075058016760.0,25428382917273.0,27188329223579.0,27066034399941.0,26370657421418.0,24600708837871.0,24567304169609.0,24882526870634.0,24692997203101.0,24645109050176.0,25043284910894.0,25176867800867.0,25776564813626.0,25634511609792.0,27057180912469.0,28564169137652.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,3688914000000.0,3590178678258.0,3511190074429.0,3379715937222.0,4713402909930.0,5460817137299.0,5668632000000.0,5974052000000.0,6762594000000.0,7702220960562.0,8718744000000.0,9321630000000.0,12629311000000.0,12697376615572.0,13016705604928.0,13285992768716.0,16910786000000.0,16756000641632.0,15919791653516.0,17118653097664.0,15652488000000.0,14815978872401.0,12821766698134.0,13121037276304.0,15475325579659.0,16410060565637.0,14180649810007.0,14227784350912.0,16365948639711.0,16800087326654.0,15498478412700.0,14843741398755.0,16514520550342.0,16299251946672.0,14664984581797.0,13818754950397.0,14002786719867.0,14019372827978.0,13822274620430.0,11967936008788.0,12758271645180.0,12223395192297.0,11074619080759.0,10780005934541.0,11971296538315.0,11842022414694.0,10387915419631.0,10912929849600.0,12830646629446.0,13053409599154.0,12544128315993.0,12466707534732.0,14152456342238.0,13833620559062.0,13461701418449.0,11563041784361.0,11642746169238.0,11794754955728.0,12171692779081.0,11865998429929.0,12439222149475.0,12282988749405.0,12938105814056.0,12494304037622.0,13924518409892.0,15164707873451.0
I. Nợ ngắn hạn,2948033000000.0,2583971393067.0,2690521106039.0,2542496715411.0,3093783282507.0,3288752379198.0,3637605000000.0,3479534000000.0,4116226000000.0,4526744556458.0,5111664000000.0,5569565000000.0,8449111000000.0,7892452512360.0,7987798012215.0,7495792287401.0,11913342000000.0,11845453649878.0,11248866969337.0,11718726801092.0,10898669000000.0,10224449373542.0,8459931348542.0,9448401289918.0,12154629549452.0,13239300610461.0,10328979482858.0,10687914554017.0,13121951570690.0,13678157650196.0,12507398123647.0,11678678992009.0,11878772621407.0,11619727492117.0,10059975977479.0,9421641782129.0,9754410182870.0,9697893235339.0,9698763188944.0,8150531009919.0,8759665669271.0,8295749197354.0,7577840080258.0,6407077794003.0,7775297776777.0,7683484501540.0,6843707850130.0,7249178709509.0,8740999037128.0,8736150322866.0,8286384196076.0,8285786475565.0,10019136953123.0,9728615070959.0,9696304813046.0,8038888050040.0,8162768718392.0,8229876578703.0,8625939659784.0,8323533415752.0,9040248616007.0,8815825572364.0,9247302359705.0,8568238536768.0,10121965802049.0,11337210071428.0
1. Vay và nợ thuê tài chính ngắn hạn,185972000000.0,65506637843.0,190497868760.0,160120119641.0,171675297212.0,64667352068.0,,,,734157390269.0,,1102096000000.0,1236840000000.0,787422846536.0,1245974826905.0,1330568336648.0,3015802000000.0,2966961563744.0,2560496837832.0,2460747422420.0,1096953000000.0,1095789906559.0,1074733867861.0,1251974144439.0,1014203308990.0,840244637192.0,959562526043.0,1042090031094.0,1014200979187.0,763325778745.0,751764086591.0,767204610922.0,716779175368.0,668583495105.0,763964845141.0,602509604115.0,505652539743.0,434054403654.0,432147165555.0,355485032621.0,280837616176.0,299255383767.0,233785872472.0,256718783908.0,192232327584.0,190445902584.0,721241129887.0,713132887762.0,707276335168.0,739880734313.0,771273458439.0,772005075444.0,760249751270.0,744787622876.0,733841388273.0,777963946798.0,736705708396.0,723194953775.0,711101884029.0,722657494464.0,719620965851.0,769548521695.0,752208505290.0,760397143199.0,763105095782.0,787997591849.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,849775000000.0,698653856476.0,674384960300.0,753655260310.0,1288951388706.0,1333567159831.0,,,,1748054331170.0,,1628852000000.0,2900736000000.0,3379939183065.0,2607581125372.0,3034866889282.0,3972780000000.0,3639316153200.0,2599847506066.0,2940138098389.0,3510622000000.0,3446840909440.0,2965584831771.0,2195278146333.0,3183966700835.0,4284616484571.0,3552039375271.0,3756847555048.0,4901625807450.0,5405569949307.0,5088899076450.0,4235027501706.0,4709042867002.0,4957421054547.0,4409513661496.0,3875478303934.0,3611557976927.0,3704280592881.0,4031854713926.0,3147787190398.0,2823140427409.0,2625885220968.0,2925738285325.0,2448258180083.0,3316519034600.0,3046527413242.0,3170903906117.0,2894807596729.0,4093198659843.0,3558837247667.0,4022312193497.0,4396855336169.0,5878242177731.0,5495915004630.0,6163726955270.0,4718811723391.0,4413947395987.0,4252812089714.0,4293157123959.0,3814195638869.0,4142536600401.0,4123351082712.0,5296383405250.0,4732579454349.0,4795744263022.0,6548283474210.0
4. Người mua trả tiền trước,553000000.0,7467948524.0,154422462508.0,170016114906.0,170835259847.0,214558235617.0,,,,220235613006.0,,481957000000.0,471893000000.0,455896471443.0,339798618139.0,331409079418.0,897826000000.0,1179312829362.0,1153086943741.0,1427945706475.0,1276723000000.0,1295594559995.0,1365355374494.0,1690423126990.0,1854577318855.0,1718567650511.0,1794939659807.0,1782295751650.0,2052626612147.0,2068979160895.0,2090126777780.0,2187289491474.0,802530802986.0,683196481222.0,990133013717.0,1292154181147.0,1226986487320.0,1428092619077.0,1232189102504.0,1465961067363.0,1429330741134.0,1481546893617.0,244306181282.0,305782586916.0,228376547585.0,248198363967.0,139629299298.0,87679528999.0,101058092846.0,136327508661.0,319772039979.0,488253976124.0,582021010375.0,573621523549.0,426327772460.0,397719050473.0,421637558218.0,358969424720.0,227573071947.0,207813827839.0,212300363578.0,214521279446.0,174728633064.0,173543391729.0,193415016269.0,261138867966.0
5. Thuế và các khoản phải nộp nhà nước,59832000000.0,25898632312.0,31393579605.0,39581607625.0,36912283397.0,61895948526.0,,,,133264894487.0,,77576000000.0,304090000000.0,140758284676.0,171619138434.0,161037869230.0,507831000000.0,197391754168.0,661314512923.0,157673722415.0,236433000000.0,297862646642.0,406814895779.0,220980294849.0,298835503071.0,379930083040.0,361062406610.0,225648892198.0,266568264032.0,298820361811.0,347088512494.0,142842449344.0,238582987431.0,238218466668.0,197745283081.0,79192391385.0,95746857995.0,96484610736.0,122482372102.0,60435361725.0,99290702557.0,88887795371.0,183046785521.0,117822902988.0,114960460170.0,104682767583.0,114201848077.0,122934382740.0,126983428257.0,92327512694.0,87303299985.0,83886575676.0,98481287418.0,100064993392.0,101329784959.0,79371881400.0,102226339943.0,82349780704.0,45147565279.0,88887145373.0,130345801612.0,34145142096.0,98413453347.0,103617279930.0,86295634990.0,52393426540.0
6. Phải trả người lao động,47407000000.0,85803253955.0,140124963178.0,81055354005.0,152326032560.0,145798301984.0,,,,223510603735.0,,163193000000.0,296060000000.0,428592257331.0,251767874129.0,201562810209.0,492460000000.0,486858803019.0,453161697655.0,295632760482.0,329746000000.0,420873863706.0,401659140427.0,221537547068.0,190350788071.0,244416792105.0,523289126112.0,201697795494.0,266273610608.0,271834611378.0,420067404409.0,235905168601.0,282015225563.0,363160293133.0,463339378629.0,223358199165.0,238409339289.0,208737213538.0,380100132628.0,143622817309.0,243467555284.0,321670691255.0,472266991746.0,266335403323.0,461883655404.0,502127561080.0,631119740873.0,434195474541.0,471489979120.0,584379280791.0,595849265327.0,332420296638.0,481521282685.0,699854425406.0,600428374235.0,273416837612.0,419392488903.0,541443900166.0,647025188001.0,278652030794.0,616432629572.0,469322568074.0,690340343776.0,360156071096.0,555170567103.0,735453053461.0
7. Chi phí phải trả ngắn hạn,3206000000.0,408339318807.0,376479844678.0,238497321586.0,319025258395.0,375666401613.0,,,,687566443594.0,,913317000000.0,2068377000000.0,1296383375163.0,1465525304164.0,1140470588282.0,1857714000000.0,1770856021531.0,1753600613927.0,2221128484260.0,2081294000000.0,1954381782838.0,975756414678.0,1526611935112.0,3397316780640.0,3653154073606.0,1521757420879.0,1908554523840.0,2390905848112.0,3092999118783.0,2504590175501.0,2558565275163.0,2654378771068.0,2662031446826.0,1553787720222.0,1975340013195.0,2187685508021.0,2720910226840.0,2247609060798.0,1866920490294.0,2108748472837.0,1912858046608.0,2094964767998.0,2017675537476.0,2205280630828.0,2214595818743.0,1021960062745.0,2029156908374.0,2069904210952.0,2399048528913.0,1418026190666.0,1090081738050.0,1021820873261.0,978997467742.0,438088806588.0,380604769447.0,469391494289.0,818373024222.0,1216837141973.0,1825614684429.0,1452677197147.0,1722383640078.0,938173303805.0,1168206610443.0,1705694562555.0,1079150122840.0
8. Phải trả nội bộ ngắn hạn,0.0,136888121868.0,849755699116.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238298386212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6523212024.0,10950048161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24982370292.0,27798285191.0,15754849030.0,0.0,63548207495.0,1519582855.0,0.0,67623631913.0,214946434553.0,71673323203.0,101459429692.0,7320484583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75762067290.0,223488750966.0,240128013030.0,181420142377.0,224549623026.0,163572511329.0,386637026620.0,148671795403.0,17741336460.0,13259602170.0,616798885574.0,498956389679.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6677099560.0,24594162288.0,23120714133.0,21482821380.0,18630004131.0,10364388663.0,183621508435.0,197523048056.0,196052599709.0,33204765682.0,41841129319.0,58640590465.0,85261515483.0,49246705783.0,50930626020.0,61230517052.0,66133317052.0,63571317052.0,45555129332.0,51970326083.0,42993129332.0,54683572123.0,60355038011.0,46001034974.0,57765278437.0,49698366571.0,23189639646.0,22186274646.0,18841804076.0,9704089076.0,8700724076.0,7983724784.0
11. Phải trả ngắn hạn khác,1744615000000.0,1122816068359.0,236792062900.0,1061584592524.0,931248274476.0,1061942919135.0,,,,745092534591.0,,1117237000000.0,1098163000000.0,1349356430219.0,1866608765520.0,1163433013025.0,1057509000000.0,1514705342744.0,2004682148787.0,2188225885833.0,2164792000000.0,1536637854619.0,1122011993939.0,2223003449488.0,1979679552551.0,1919009792555.0,1450163993623.0,1644306811951.0,1967232481462.0,1549780395721.0,1084844510785.0,1362399420183.0,1849000925668.0,1364218418641.0,1033814139895.0,999081590223.0,1221353519018.0,675692236300.0,628818516558.0,692945960475.0,969615060204.0,918259683437.0,719790111367.0,676326351426.0,889757436582.0,961081981275.0,595051403827.0,605207012336.0,710922800725.0,703707956360.0,591903135799.0,662927045954.0,679274596595.0,654699694490.0,648784519989.0,632570827882.0,688034182995.0,637963814125.0,593612093375.0,633605939307.0,646200171968.0,642747482791.0,571921188858.0,668008047939.0,655444153843.0,696434568749.0
12. Dự phòng phải trả ngắn hạn,1590000000.0,0.0,0.0,7171195437.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11773777942.0,222232710442.0,321319116824.0,332037588994.0,96807103694.0,174324636790.0,63754892736.0,62541064649.0,82848248639.0,75046805165.0,62908264240.0,135456225808.0,37580076924.0,63481117817.0,67575711531.0,113468504387.0,157415939020.0,124551592514.0,98325622279.0,96976931214.0,122527301282.0,136025378295.0,122857894637.0,104840742675.0,180020549223.0,132517329543.0,133356186343.0,47856953905.0,48568938166.0,69469385410.0,65667723880.0,80392901320.0,93646528605.0,106674673571.0,73574813720.0
13. Quỹ khen thưởng phúc lợi,55083000000.0,32597554923.0,36669664994.0,30815149377.0,22809487914.0,30656060424.0,77093000000.0,52392000000.0,46218000000.0,34862745606.0,21221000000.0,85337000000.0,72952000000.0,54103663927.0,38922359552.0,132443701307.0,111420000000.0,83527970086.0,51726660245.0,27234720818.0,202106000000.0,176467849743.0,148014829593.0,118592645639.0,235699596439.0,199361096881.0,166164974513.0,126473192742.0,262517967692.0,226848273556.0,220017579637.0,177671296674.0,379226785587.0,333780433960.0,293208397714.0,253126232983.0,406024396139.0,342884035342.0,304092669881.0,256536820519.0,331620345517.0,315280846832.0,270972829338.0,240052720694.0,260965436888.0,289608391070.0,250870439436.0,155402273225.0,284683311683.0,362085414136.0,316834364118.0,273257813176.0,335945466161.0,305846118154.0,360181271975.0,320236140725.0,478433169077.0,453992227583.0,561313735853.0,490266838611.0,640838834202.0,603280061543.0,608157484459.0,485120318232.0,634922225264.0,595844037630.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,740881000000.0,1006207285191.0,820668968390.0,837219221811.0,1619619627423.0,2172064758101.0,2031027000000.0,2494518000000.0,2646368000000.0,3175476404104.0,3607080000000.0,3752065000000.0,4180200000000.0,4804924103212.0,5028907592713.0,5790200481315.0,4997444000000.0,4910546991754.0,4670924684179.0,5399926296572.0,4753819000000.0,4591529498859.0,4361835349592.0,3672635986386.0,3320696030207.0,3170759955176.0,3851670327149.0,3539869796895.0,3243997069021.0,3121929676458.0,2991080289053.0,3165062406746.0,4635747928935.0,4679524454555.0,4605008604318.0,4397113168268.0,4248376536997.0,4321479592639.0,4123511431486.0,3817404998869.0,3998605975909.0,3927645994943.0,3496779000501.0,4372928140538.0,4195998761538.0,4158537913154.0,3544207569501.0,3663751140091.0,4089647592318.0,4317259276288.0,4257744119917.0,4180921059167.0,4133319389115.0,4105005488103.0,3765396605403.0,3524153734321.0,3479977450846.0,3564878377025.0,3545753119297.0,3542465014177.0,3398973533468.0,3467163177041.0,3690803454351.0,3926065500854.0,3802552607843.0,3827497802023.0
1. Phải trả người bán dài hạn,0.0,0.0,606933224.0,0.0,197589190.0,3106743768.0,,,,0.0,,0.0,0.0,0.0,530143480879.0,559426808985.0,533091000000.0,534376414118.0,480052737739.0,411473775116.0,411474000000.0,397607610659.0,397607610659.0,331339675549.0,265071740439.0,265071740439.0,265071740439.0,265071740439.0,198803805329.0,198803805329.0,132535870219.0,132535870219.0,132535870219.0,132535870219.0,66267935109.0,66267935109.0,66267935109.0,66267935109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090356620603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199903984.0,181785197.0,163666410.0,145348515.0,127030620.0,109110940.0,227975322.0,209657427.0,143375872.0,143375872.0,60155761.0,17856036.0,0.0,0.0,23146617.0,
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,197589190.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216179430094.0,0.0,0.0,1080939208064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
