Item,Q4 2006,Q3 2007,Q4 2007,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Tài sản cố định vô hình,56418765000.0,97388927446.0,71329308000.0,79969532000.0,111046251000.0,111884361000.0,113075696000.0,86725053000.0,86972208000.0,94463918000.0,109088075000.0,108954003000.0,114363611000.0,115360179000.0,120790940000.0,120599133000.0,120602778000.0,121184361000.0,120525549000.0,152278223000.0,146579545000.0,180133270000.0,146359147000.0,212841825000.0,225037771000.0,216934477000.0,216355951000.0,208359568000.0,184176671000.0,158330299000.0,117146626000.0,119516357000.0,119180158000.0,114853974000.0,106687430000.0,1354501942000.0,1351403732000.0,1351362093000.0,1344011013000.0,1314636100000.0,1288106718000.0,1330981244000.0,1483859435000.0,1331029468000.0,63306660000.0,60764370000.0,58256925000.0,55754423000.0,53253330000.0,33195852000.0,39293572000.0,419766418000.0,423060284000.0,221380370000.0,126526817000.0,125279140000.0,124031464000.0,122890961000.0,262802359000.0,261843053000.0,260773768000.0,261683353000.0,258362963000.0,256290573000.0,254218184000.0
Nguyên giá,56441317000.0,97388927446.0,72087915000.0,80738748000.0,112032332000.0,112900030000.0,114309330000.0,87913841000.0,88248510000.0,96080465000.0,110872710000.0,110930280000.0,116531253000.0,117755393000.0,123484100000.0,123539936000.0,123789072000.0,124644161000.0,124711959000.0,156318382000.0,150938200000.0,185518415000.0,151264585000.0,219464795000.0,231098460000.0,223580905000.0,223143484000.0,218522109000.0,198553309000.0,176921034000.0,139932601000.0,146580676000.0,150570661000.0,150570661000.0,146580676000.0,1405334952000.0,1404791022000.0,1429539837000.0,1429539847000.0,1406379955000.0,1386260333000.0,1421681540000.0,1597459361000.0,1436436733000.0,115343472000.0,115343472000.0,115343472000.0,115343472000.0,115343472000.0,48444043000.0,54978193000.0,440659269000.0,446900049000.0,243269413000.0,145540126000.0,145540126000.0,145540126000.0,145540126000.0,289335663000.0,289443839000.0,289443839000.0,291426419000.0,290178419000.0,290178419000.0,290178419000.0
Giá trị hao mòn lũy kế,-22552000.0,0.0,-758607000.0,-769216000.0,-986081000.0,-1015669000.0,-1233634000.0,-1188788000.0,-1276302000.0,-1616547000.0,-1784635000.0,-1976277000.0,-2167642000.0,-2395214000.0,-2693160000.0,-2940803000.0,-3186294000.0,-3459800000.0,-4186410000.0,-4040159000.0,-4358655000.0,-5385145000.0,-4905438000.0,-6622970000.0,-6060689000.0,-6646428000.0,-6787533000.0,-10162541000.0,-14376638000.0,-18590735000.0,-22785975000.0,-27064319000.0,-31390503000.0,-35716687000.0,-39893246000.0,-50833010000.0,-53387290000.0,-78177744000.0,-85528834000.0,-91743855000.0,-98153615000.0,-90700296000.0,-113599926000.0,-105407265000.0,-52036812000.0,-54579102000.0,-57086547000.0,-59589049000.0,-62090142000.0,-15248191000.0,-15684621000.0,-20892851000.0,-23839765000.0,-21889043000.0,-19013309000.0,-20260986000.0,-21508662000.0,-22649165000.0,-26533304000.0,-27600786000.0,-28670071000.0,-29743066000.0,-31815456000.0,-33887846000.0,-35960235000.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14876170000.0,14751160000.0,14626150000.0,14501141000.0,14376131000.0,14251121000.0,65954969000.0,65829959000.0,65704949000.0,81725494000.0,17076873000.0,3125971168000.0,4171716966000.0,3510539209000.0,3485523219000.0,3489142294000.0,3334207524000.0,3210064249000.0,3199441866000.0,3201065933000.0,37414662000.0,37104803000.0,36794945000.0,36485086000.0,36175228000.0,35865370000.0,67210286000.0,66552573000.0,65894860000.0,65237146000.0,64579433000.0,63921720000.0,63264007000.0,62606294000.0,61948581000.0,61290868000.0,60633155000.0,59975442000.0,59317729000.0,37133450000.0,36660586000.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15001180000.0,15001180000.0,15001180000.0,15001180000.0,15001180000.0,15001180000.0,66830038000.0,66830038000.0,66830038000.0,84074852000.0,19597252000.0,3151029944000.0,4209623873000.0,3567861299000.0,3567861308000.0,3584771006000.0,3439405700000.0,3398052191000.0,3410628448000.0,3436520740000.0,42073202000.0,42073202000.0,42073202000.0,42073202000.0,42073202000.0,42073202000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,74075831000.0,47003809000.0,47003809000.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125010000.0,-250020000.0,-375030000.0,-500039000.0,-625049000.0,-750059000.0,-875069000.0,-1000079000.0,-1125089000.0,-2349358000.0,-2520379000.0,-25058776000.0,-37906907000.0,-57322090000.0,-82338089000.0,-95628712000.0,-105198176000.0,-187987942000.0,-211186582000.0,-235454807000.0,-4658540000.0,-4968399000.0,-5278257000.0,-5588116000.0,-5897974000.0,-6207832000.0,-6865545000.0,-7523258000.0,-8180971000.0,-8838685000.0,-9496398000.0,-10154111000.0,-10811824000.0,-11469537000.0,-12127250000.0,-12784963000.0,-13442676000.0,-14100389000.0,-14758102000.0,-9870359000.0,-10343223000.0
IV. Tài sản dở dang dài hạn,120332229000.0,848721856065.0,82759763000.0,329306284000.0,406759573000.0,1145368811000.0,1057297505000.0,1228664103000.0,1461863003000.0,1751156720000.0,1953463288000.0,2415913996000.0,2914628519000.0,2883380143000.0,3476530525000.0,4029041305000.0,5001971795000.0,5789121837000.0,6593647268000.0,7741634575000.0,9230296203000.0,9943714310000.0,8227468412000.0,8672563617000.0,9399178126000.0,10060016468000.0,11111404039000.0,11799586155000.0,12296419554000.0,12582305255000.0,14332882499000.0,15308117654000.0,17663712814000.0,21290814896000.0,24069825478000.0,19212290226000.0,17893262923000.0,19042696754000.0,18145338935000.0,17229996591000.0,18180948270000.0,18152867020000.0,17306609278000.0,16559057854000.0,16463927849000.0,13760835667000.0,15838096608000.0,17412615197000.0,13651479815000.0,11220182842000.0,12038160028000.0,11432938987000.0,11730902504000.0,9629407161000.0,3809673128000.0,3345011734000.0,3252415394000.0,3400647162000.0,5416286014000.0,4730457459000.0,4576510889000.0,4645916941000.0,4478322576000.0,5494681491000.0,5403070750000.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15308117654000.0,17663712814000.0,21290814896000.0,24069825478000.0,19212290226000.0,17893262923000.0,19042696754000.0,18145338935000.0,17229996591000.0,18180948270000.0,18152867020000.0,17306609278000.0,16559057854000.0,16463927849000.0,13760835667000.0,15838096608000.0,17412615197000.0,13651479815000.0,11220182842000.0,12038160028000.0,11432938987000.0,11730902504000.0,9629407161000.0,3809673128000.0,3345011734000.0,3252415394000.0,3400647162000.0,5416286014000.0,4730457459000.0,4576510889000.0,4645916941000.0,4478322576000.0,5494681491000.0,5403070750000.0
V. Các khoản đầu tư tài chính dài hạn,6030000000.0,808962497208.0,1306447392000.0,1911498235000.0,1637358185000.0,2090737140000.0,2368140704000.0,2204214297000.0,2316649466000.0,2061446000000.0,1786729730000.0,2681703568000.0,2717321030000.0,3001290028000.0,3119542584000.0,3595239626000.0,3783827077000.0,3758986760000.0,3761135931000.0,3484583036000.0,3536612311000.0,3629519975000.0,2783879353000.0,2805358076000.0,2713977487000.0,820662458000.0,1026858304000.0,1364680047000.0,1439059338000.0,1538442660000.0,365732032000.0,338927363000.0,338020749000.0,328257789000.0,328295633000.0,305474482000.0,851803189000.0,866675397000.0,866069435000.0,876918051000.0,881993140000.0,868921758000.0,284083540000.0,285656221000.0,2764170591000.0,2789007332000.0,2812012032000.0,2818457058000.0,286982008000.0,284237784000.0,286440988000.0,285831924000.0,272436844000.0,277317936000.0,2672954542000.0,1778826680000.0,1292695692000.0,1779996681000.0,1047631040000.0,529624995000.0,594529694000.0,441689596000.0,484156968000.0,449156738000.0,449156738000.0
1. Đầu tư vào công ty con,0.0,223508522208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",6000000000.0,434912500000.0,270519762000.0,430979803000.0,193669762000.0,199067441000.0,204587038000.0,209613517000.0,222157351000.0,69098898000.0,70098898000.0,30907348000.0,30931029000.0,30931029000.0,30931029000.0,30931029000.0,194749353000.0,178554393000.0,178361483000.0,178384465000.0,178384465000.0,211930887000.0,211930887000.0,211930887000.0,211930887000.0,203448669000.0,206413777000.0,206584777000.0,245241632000.0,463677182000.0,328973882000.0,262969214000.0,262062600000.0,252299640000.0,252337484000.0,254152580000.0,839681287000.0,854553495000.0,853947532000.0,866390148000.0,871465237000.0,858393855000.0,273555637000.0,275128318000.0,2755640550000.0,2772693461000.0,2800887381000.0,2807332407000.0,275857357000.0,273113133000.0,275316337000.0,274707273000.0,261312193000.0,266193285000.0,2671754542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20483522000.0,16888792000.0,16888792000.0
3. Đầu tư khác vào công cụ vốn,30000000.0,150541475000.0,1035927630000.0,1480518432000.0,1446220798000.0,1891669699000.0,2163553666000.0,1994600780000.0,2094492115000.0,1992347102000.0,1716630832000.0,2650796220000.0,2686390001000.0,2970358999000.0,3088611555000.0,3564308597000.0,3589077724000.0,3580432367000.0,3582774448000.0,3306198571000.0,3358227846000.0,3417589088000.0,2571948466000.0,2599427189000.0,2508046600000.0,617213789000.0,820444527000.0,1188880420000.0,1193817706000.0,1074765478000.0,36758150000.0,75938149000.0,75938149000.0,75938149000.0,75938149000.0,51301902000.0,12101902000.0,12101902000.0,12101903000.0,10507903000.0,10507903000.0,10507903000.0,10507903000.0,10507903000.0,8530041000.0,16313871000.0,11124651000.0,11124651000.0,11124651000.0,11124651000.0,11124651000.0,11124651000.0,11124651000.0,11124651000.0,8530041000.0,1781156721000.0,1781156721000.0,1781156721000.0,1049961081000.0,1049961081000.0,1049961081000.0,1049961081000.0,1049961081000.0,1049961081000.0,1049961081000.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,0.0,0.0,-2532375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000000.0,-6000000000.0,0.0,0.0,-30785150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7330041000.0,-2330041000.0,-488461029000.0,-1160040000.0,-2330041000.0,-520336086000.0,-455431387000.0,-608271485000.0,-586287635000.0,-617693135000.0,-617693135000.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VI. Tổng tài sản dài hạn khác,28285578000.0,81592629604.0,309309752000.0,101192136000.0,369340742000.0,385609302000.0,409673571000.0,230947070000.0,229200825000.0,213900694000.0,204974174000.0,189193593000.0,208748045000.0,195803063000.0,239051537000.0,410281287000.0,289909454000.0,278444201000.0,383072810000.0,343960981000.0,418822407000.0,589874972000.0,616412309000.0,521265688000.0,505162598000.0,576479032000.0,1294698202000.0,1331191299000.0,1318592410000.0,1261914137000.0,1219507842000.0,1267035925000.0,1300398908000.0,1240090304000.0,1244479147000.0,1270678778000.0,1254068392000.0,1515208265000.0,1014105748000.0,1150978504000.0,1156022769000.0,1083890169000.0,1340956847000.0,1481942462000.0,1103676678000.0,1262560795000.0,1547979236000.0,512427576000.0,488498355000.0,458393989000.0,443775072000.0,501908959000.0,563148322000.0,468711888000.0,343885134000.0,283184635000.0,295848366000.0,296618277000.0,453093666000.0,414403611000.0,399028401000.0,384850097000.0,360397860000.0,349020500000.0,315507455000.0
1. Chi phí trả trước dài hạn,24619036000.0,81591229604.0,304999611000.0,97969920000.0,316654461000.0,331880376000.0,339555769000.0,152496251000.0,158940295000.0,141963630000.0,138812376000.0,132650026000.0,142221236000.0,153570220000.0,187387535000.0,370494524000.0,233772990000.0,222988552000.0,269502438000.0,249017069000.0,272314276000.0,379646156000.0,371419909000.0,306774092000.0,311541319000.0,425385666000.0,1143614549000.0,1179553493000.0,1164732815000.0,1104198515000.0,1068098584000.0,1117872798000.0,1155302887000.0,1157671125000.0,1148471516000.0,1169952980000.0,1146092156000.0,1419755618000.0,918903968000.0,1057069251000.0,1063319502000.0,998007682000.0,1244382024000.0,1380937086000.0,1011816005000.0,1165109079000.0,1450159562000.0,413162437000.0,405577849000.0,383812584000.0,369255318000.0,424144176000.0,484661722000.0,370030184000.0,339916883000.0,277370162000.0,290586358000.0,291356269000.0,441911300000.0,399932060000.0,387846035000.0,373667731000.0,343891971000.0,329795223000.0,298085881000.0
2. Tài sản Thuế thu nhập hoãn lại,2055042000.0,0.0,2515691000.0,2515691000.0,50361756000.0,51404401000.0,68320452000.0,76126294000.0,67453005000.0,69237539000.0,63071273000.0,53487542000.0,61585199000.0,37920152000.0,46801611000.0,34978372000.0,50856798000.0,50182832000.0,109443095000.0,91227801000.0,142380854000.0,200356511000.0,236713927000.0,205230975000.0,184114393000.0,142334301000.0,142287975000.0,142927353000.0,145194709000.0,148827742000.0,151409258000.0,149163127000.0,145096021000.0,82419179000.0,96007631000.0,100725798000.0,107976236000.0,95452647000.0,95201780000.0,93909253000.0,92703267000.0,85882487000.0,96574823000.0,101005376000.0,91860673000.0,97451716000.0,97819674000.0,99265139000.0,82920506000.0,74581405000.0,74519754000.0,77764783000.0,78486600000.0,98681704000.0,3968251000.0,5814473000.0,5262008000.0,5262008000.0,11182366000.0,14471551000.0,11182366000.0,11182366000.0,16505889000.0,19225277000.0,17421574000.0
3. Tài sản dài hạn khác,1611500000.0,1400000.0,1794450000.0,706525000.0,2324525000.0,2324525000.0,1797350000.0,2324525000.0,2807525000.0,2699525000.0,3090525000.0,3056025000.0,4941610000.0,4312691000.0,4862391000.0,4808391000.0,5279666000.0,5272817000.0,4127277000.0,3716111000.0,4127277000.0,9872305000.0,8278473000.0,9260621000.0,9506886000.0,8759065000.0,8795678000.0,8710453000.0,8664886000.0,8887880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78919141000.0,84435239000.0,80989594000.0,219660239000.0,320450453000.0,320450453000.0,304760582000.0,296359741000.0,287486183000.0,279971709000.0,272309434000.0,488169986000.0,1121485367000.0,251582274000.0,187287074000.0,180469909000.0,173652747000.0,167466130000.0,232304062000.0,224311726000.0,62049863000.0,406544837000.0,435314758000.0,423637901000.0,2498328828000.0,3010602926000.0,2656877365000.0,2576977855000.0,2535307329000.0,3494343728000.0,3425246105000.0,3323196477000.0,3221146848000.0,3119097219000.0,3017047591000.0,1150105347000.0,947052606000.0,1315968664000.0,909375561000.0,6559567101000.0,693971779000.0,264745310000.0,254332418000.0,244912700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,1350407708000.0,3436534218637.0,6334821204000.0,7873450395000.0,9579068343000.0,8871560333000.0,9024031817000.0,9453092836000.0,10246160763000.0,12196211274000.0,12876239097000.0,14468057875000.0,15942916929000.0,18776226943000.0,20286357362000.0,23108992459000.0,25345068082000.0,25520237066000.0,26312901526000.0,28405773919000.0,28161142303000.0,31298810767000.0,32749516716000.0,32988010192000.0,32202727128000.0,29815997949000.0,30842485167000.0,32901457432000.0,34902236990000.0,36369229950000.0,39915020893000.0,42884606284000.0,47603878726000.0,48604749457000.0,52160071142000.0,51105680016000.0,52303850250000.0,53015572027000.0,50801154495000.0,52400258368000.0,52810353466000.0,53444498799000.0,53096834370000.0,55071760814000.0,48357359356000.0,48291498110000.0,49039052037000.0,49144159086000.0,41894096071000.0,38598852965000.0,39365877071000.0,40274790669000.0,42077895469000.0,36300910427000.0,18416465972000.0,18112115050000.0,18398594793000.0,18173778933000.0,18857545945000.0,19269171530000.0,19338189557000.0,19951418403000.0,20579899867000.0,20912695222000.0,21496272709000.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,806565110000.0,1273524740989.0,2713452773000.0,3606224178000.0,5734516450000.0,4690923058000.0,4835845602000.0,5099351718000.0,5300496367000.0,7085142093000.0,7306048129000.0,7075632286000.0,7891893803000.0,8699073179000.0,10542329885000.0,13515683690000.0,15550248790000.0,15512146169000.0,16177137089000.0,18112248683000.0,17688177447000.0,20474821678000.0,21731492395000.0,19363277678000.0,18456765170000.0,16286206981000.0,16922433372000.0,18543317422000.0,19295496150000.0,20978144658000.0,25116786895000.0,26849602691000.0,30722649466000.0,32640966204000.0,34099801154000.0,32995714636000.0,34893366098000.0,36103030255000.0,34426129135000.0,34212615005000.0,34670188220000.0,35156357148000.0,34812158473000.0,36654660273000.0,31335493182000.0,31613656394000.0,32277252184000.0,34120702469000.0,24776693966000.0,21577260281000.0,22952334908000.0,24301123746000.0,26346364224000.0,26625879708000.0,13672410763000.0,12946250117000.0,13434820033000.0,13496682162000.0,14060951749000.0,14637989379000.0,14403849622000.0,14710945873000.0,15253666503000.0,15690007862000.0,15952655967000.0
I. Nợ ngắn hạn,543654386000.0,865864694356.0,1789589608000.0,2585617106000.0,4044625663000.0,2553747166000.0,2554935714000.0,2272572627000.0,2782205462000.0,3661427635000.0,4489258592000.0,3826612234000.0,4443688251000.0,4908006153000.0,6715118300000.0,6712872834000.0,7192062952000.0,6869894597000.0,7185617877000.0,6469867672000.0,6319610880000.0,6725494540000.0,7849657135000.0,9324780889000.0,7245129174000.0,4946645676000.0,4569077110000.0,6091538146000.0,6187731351000.0,9256557398000.0,11896167049000.0,12630727293000.0,13076044258000.0,12792219943000.0,14563488130000.0,17715656401000.0,19809551666000.0,13883317520000.0,11831263835000.0,10587539129000.0,11443382451000.0,12031029128000.0,11843035829000.0,13064044937000.0,12611823044000.0,13893277055000.0,14490318148000.0,18453261579000.0,11001222649000.0,8133486690000.0,8606539076000.0,9188201134000.0,11298895478000.0,15096673491000.0,4807977344000.0,4861232161000.0,5340138869000.0,6450797504000.0,7069617903000.0,7864669423000.0,7633039465000.0,8970008136000.0,10186853763000.0,9820032563000.0,10409749374000.0
1. Vay và nợ thuê tài chính ngắn hạn,278788563000.0,233633412424.0,649474370000.0,823530633000.0,1046463432000.0,1203108474000.0,923381499000.0,970855405000.0,1429310953000.0,2341797773000.0,3140293281000.0,1757126720000.0,2351199524000.0,2856363146000.0,2920583089000.0,2176775629000.0,2761855238000.0,3262509959000.0,3494998604000.0,3042237649000.0,3663806305000.0,2505105942000.0,3446230168000.0,4689654673000.0,3426614670000.0,3129670372000.0,2647487028000.0,3876205541000.0,4183268771000.0,6839582565000.0,7346505567000.0,7906365899000.0,8598120897000.0,8001509044000.0,9620961537000.0,12343315244000.0,12270903086000.0,6572320725000.0,4916064237000.0,3941081848000.0,2795759633000.0,3033923259000.0,2359676885000.0,2929286893000.0,5790088262000.0,7013438291000.0,7034885482000.0,6263273362000.0,4052477410000.0,3752458723000.0,3050519267000.0,4959836921000.0,5147589836000.0,8456452677000.0,1283727660000.0,1547877059000.0,1527843309000.0,2489433493000.0,2927438935000.0,3295916657000.0,2743119733000.0,3460410035000.0,4145321775000.0,4114789027000.0,3930391439000.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285920045000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,15303241000.0,168571204637.0,98828933000.0,166365183000.0,181271388000.0,373885772000.0,216351651000.0,0.0,296305246000.0,197537916000.0,171065967000.0,585619229000.0,599667761000.0,736661496000.0,650561159000.0,705854911000.0,589348710000.0,796295347000.0,929965708000.0,757847209000.0,695343198000.0,701958256000.0,615552482000.0,810233471000.0,774697841000.0,653110628000.0,706901894000.0,610657696000.0,554355315000.0,652870974000.0,1861151838000.0,1370444706000.0,1136656956000.0,1122965740000.0,1088812247000.0,1147768425000.0,1291817469000.0,1711070056000.0,1492603925000.0,1047373064000.0,1114957339000.0,944051909000.0,1141690665000.0,883406468000.0,445064045000.0,476300586000.0,566908554000.0,601424868000.0,800262253000.0,1014994966000.0,1057853717000.0,1125473913000.0,1357779764000.0,1473986873000.0,614022495000.0,318888760000.0,341831939000.0,359480668000.0,320326917000.0,420124292000.0,455739384000.0,535229271000.0,641957707000.0,937729199000.0,1207885756000.0
4. Người mua trả tiền trước,4943050000.0,321995866065.0,512816168000.0,484425381000.0,1837587677000.0,98426140000.0,50020359000.0,156890804000.0,52187685000.0,44397490000.0,53025371000.0,61955021000.0,24256613000.0,3519158000.0,1562142445000.0,2507207192000.0,2488693908000.0,1381751830000.0,1279520118000.0,1600431365000.0,320451452000.0,1767616593000.0,1953734063000.0,1886291518000.0,1953591099000.0,219010561000.0,196266423000.0,223537665000.0,410900918000.0,508736007000.0,1381528194000.0,1930099273000.0,2101425899000.0,1439315497000.0,1980091691000.0,2014033527000.0,3096081159000.0,3614992839000.0,3549164522000.0,3602722227000.0,3590471674000.0,3598098546000.0,3848084898000.0,3420108052000.0,2487133952000.0,2403570689000.0,2377111269000.0,7345916482000.0,3092852151000.0,239268825000.0,1105412203000.0,487561013000.0,734086155000.0,612423214000.0,279007565000.0,292125104000.0,278098733000.0,532776258000.0,355308577000.0,450086543000.0,431334379000.0,629649562000.0,1017256453000.0,414692457000.0,669523877000.0
5. Thuế và các khoản phải nộp nhà nước,16507052000.0,-7389987991.0,142704393000.0,247582927000.0,179415210000.0,152269861000.0,193813728000.0,43610477000.0,141739532000.0,265774014000.0,256736070000.0,336563864000.0,438816858000.0,491200946000.0,638147336000.0,612008042000.0,625814890000.0,747096694000.0,546667748000.0,200675662000.0,466144012000.0,557573457000.0,482436133000.0,345166468000.0,221303032000.0,165944806000.0,181349565000.0,270102009000.0,256069415000.0,284741479000.0,417760263000.0,453758107000.0,492356209000.0,275267860000.0,259355193000.0,281558165000.0,204695538000.0,186592984000.0,214562098000.0,260039658000.0,156098525000.0,217774047000.0,217379140000.0,248223856000.0,101328225000.0,59351726000.0,71472403000.0,45553792000.0,44588659000.0,32597879000.0,32887547000.0,33735454000.0,39132827000.0,30906983000.0,4453642000.0,4598384000.0,2568280000.0,6624089000.0,3014911000.0,5203834000.0,5872880000.0,7123620000.0,4073986000.0,12234856000.0,53405634000.0
6. Phải trả người lao động,5331952000.0,8435224706.0,9238377000.0,10228193000.0,12273307000.0,31555135000.0,42585316000.0,10297660000.0,15516643000.0,17811136000.0,19738002000.0,22061037000.0,20810339000.0,22396669000.0,28685311000.0,26350091000.0,30126320000.0,46924113000.0,39581933000.0,45956334000.0,41289900000.0,53944951000.0,53201089000.0,47610273000.0,45630433000.0,49074848000.0,57158094000.0,57277471000.0,40708790000.0,44742526000.0,49132252000.0,65782839000.0,53471303000.0,46545195000.0,47274591000.0,56328568000.0,71461667000.0,72184908000.0,67737452000.0,79838193000.0,113082254000.0,83480060000.0,90794092000.0,96006919000.0,85433867000.0,67209965000.0,86428585000.0,86488375000.0,72948378000.0,109501352000.0,113242245000.0,169581050000.0,214187918000.0,175731277000.0,45646007000.0,51872298000.0,69754318000.0,98871615000.0,53858058000.0,63508098000.0,71828338000.0,80013094000.0,78215969000.0,72574566000.0,99951932000.0
7. Chi phí phải trả ngắn hạn,114012390000.0,18852209340.0,286059744000.0,640088876000.0,567446710000.0,367849188000.0,482113634000.0,334362509000.0,625089554000.0,644983946000.0,660920581000.0,740169452000.0,692905728000.0,471955163000.0,568646381000.0,422260933000.0,452454490000.0,437289152000.0,535183562000.0,568720141000.0,746844748000.0,699746928000.0,873027450000.0,629286505000.0,455106172000.0,272677617000.0,243009149000.0,423079991000.0,186825557000.0,303364459000.0,283680292000.0,389669454000.0,194045453000.0,683868559000.0,900854669000.0,1144683846000.0,1419493472000.0,788085251000.0,653331891000.0,522274637000.0,434020453000.0,549336499000.0,1325321753000.0,1783850445000.0,2073618804000.0,2599503863000.0,1849337592000.0,1738690625000.0,2143116126000.0,2272134707000.0,2573079521000.0,2030981665000.0,2820543115000.0,2865325702000.0,2283587345000.0,2463120647000.0,2655953532000.0,2808564555000.0,3249669258000.0,3472677919000.0,3744194182000.0,3850493045000.0,4169522537000.0,4116154882000.0,4284035042000.0
